NUMBER,Genus,SPECIES$,SUBSPECIES$,MORPHOTYPE$,HERBARIUM$,COLLECTOR$,COLNUMBER,COUNTRY$,LATITUDE,DLATITUDE,LONGITUDE,DLONGITUDE,ELEVATION,PLHEIGHT,STEMDIAMETER,PETIOLE,RACHISLEN,RACHISWID,NODIVISIONS,BASPINLEN,BASPINWID,PEDBRACT,PEDUNCLEWID,RACHILLLEN,RACHILLWID,NORACHILLAE,STAMEN,FRUITLEN,FRUITDIAM,STEMS,RACHIS,CIRRUS,CIRRUSABAX,INTERS,FILIFORM,PINNABASE,SPINULES,INFLOS,PEDUNCBRACT,TOMENTUM,STAMENNO,FRUITSURF,FRCOROLLA,SPLITTING,ENDOCARPS
764,Desmoncus,polyacanthos,,polyacanthos,GH,Curran,533,Brazil,,,,,,,0.68,5.5,,2.9,,12.4,3.2,,1.7,,0.9,9,,12.5,9.5,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
483,Desmoncus,polyacanthos,,polyacanthos,F,da Vinha,76,Brazil,14.37,-14.63,39.12,-39.2,,,1.24,4.5,,4.4,,16,2.7,,3,6.7,1,13,,,,,2,1,1,2,2,1,1,2,,2,,,,,
779,Desmoncus,polyacanthos,,polyacanthos,IBGE,de Paula,1213,Brazil,4,-4,38.38,-38.63,,10,1.26,3,,5,,18,2.2,,3,,1.2,13,,18.2,12.3,,2,,,,2,1,1,2,,,,2,1,1,1
362,Desmoncus,polyacanthos,,polyacanthos,MO,Fernandes,90,Brazil,19.49,-19.81,40.4,-40.66,,,1.23,4.3,53,5.2,9,,,,3.1,10,1.1,23,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
311,Desmoncus,polyacanthos,,polyacanthos,SPF,França,303,Brazil,19.43,-19.71,42.25,-42.41,270,,1.3,4.5,,4.6,,13.5,2.7,,2.4,6.8,1.1,11,,11.6,8.8,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
481,Desmoncus,polyacanthos,,polyacanthos,F,Hage,400,Brazil,13.25,-13.41,39.04,-39.08,,,1.19,5,,,,,,,,,,10,,,,,2,1,1,2,2,1,1,2,,,,,,,
312,Desmoncus,polyacanthos,,polyacanthos,SPF,Harley,17904,Brazil,16.53,-16.88,39.25,-39.41,150,6,1.02,10.5,90,4.3,6,17.5,3.5,,,,,,,,,,2,1,1,2,2,1,1,,2,,,,,,
784,Desmoncus,polyacanthos,,polyacanthos,UB,Heringer,15163,Brazil,19.34,-19.56,42.38,-42.64,,,1.34,2,,,,17.5,2.7,,,,,,,,,,2,,,,2,1,1,,2,,,,,,
46,Desmoncus,polyacanthos,,polyacanthos,NY,Jardim,1538,Brazil,15.1,-15.16,39.35,-39.58,375,,0.65,3,58,3.5,7,11.5,2,20.5,3.4,,,7,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
310,Desmoncus,polyacanthos,,polyacanthos,SPF,Krieger,18905,Brazil,21.31,-21.51,42.38,-42.63,,,1.02,4,,4.3,,17,,,1.9,,1,,,15,10.1,,2,,,,2,1,1,2,2,,,2,1,1,1
47,Desmoncus,polyacanthos,,polyacanthos,NY,Lemos,6321,Brazil,9.11,-9.18,35.58,-35.96,,,0.91,,,,7,15.5,3,,,8.5,1.1,11,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
42,Desmoncus,polyacanthos,,polyacanthos,NY,Lewis,1059,Brazil,13.19,-13.31,39,-39,0,3,,3.3,73.5,2.9,9,10.8,2,,,6.3,0.8,11,,,,,2,1,1,2,2,1,1,2,,2,,,,,
482,Desmoncus,polyacanthos,,polyacanthos,F,Noblick,4771,Brazil,16.34,-16.56,39.34,-39.56,325,,0.73,4,49.5,3.4,9,13.5,1.3,,,,,,,,,,2,1,1,2,2,1,1,,,,,,,,
487,Desmoncus,polyacanthos,,polyacanthos,F,Noblick,4804,Brazil,18.05,-18.08,39.39,-39.65,10,,1.75,1.5,57.5,6.1,13,,,,3.2,8,1.1,17,,,,2,2,1,1,2,2,1,1,2,2,2,,,,,
43,Desmoncus,polyacanthos,,polyacanthos,NY,Noblick,4724,Brazil,14.49,-14.81,39.02,-39.03,50,,0.71,2.5,,3,9,10.7,1.6,,,10,0.7,8,6,,,,2,1,1,2,2,1,1,2,2,2,1,,,,
41,Desmoncus,polyacanthos,,polyacanthos,NY,Pirani,2418,Brazil,20.31,-20.51,40.27,-40.45,,,1.08,6.8,77,3.3,,19.5,3.5,,,,,,,15.1,9.8,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
48,Desmoncus,polyacanthos,,polyacanthos,NY,Pirani,2330,Brazil,14.52,-14.86,39.38,-39.63,,1.5,0.78,4.7,85,2.7,8,13.7,2.7,,2.1,8,0.8,9,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
333,Desmoncus,polyacanthos,,polyacanthos,US,Read,3564,Brazil,15.25,-15.41,39.29,-39.48,,,1.93,4.5,58,5.3,12,13,1.5,34,2.4,9.5,1.1,14,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
744,Desmoncus,polyacanthos,,polyacanthos,CEN,Sevilha,2410,Brazil,8.44,-8.73,35.09,-35.15,55,,1.16,4.5,77,5.8,10,18,3,,3,8,1.1,17,,12.9,12.2,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
45,Desmoncus,polyacanthos,,polyacanthos,NY,Thomas,12143,Brazil,15.09,-15.15,39.31,-39.51,,,0.9,2.5,106,4.9,8,18.5,2.5,,3.4,,,13,,18.8,12.8,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
567,Desmoncus,polyacanthos,,sanmartin,BH,Schunke,6927,Peru,8,-8,76.39,-76.65,350,11,2.63,4,,9.3,,,,,4.5,,,,,22.1,17.9,,2,1,1,2,2,1,1,2,,,,2,1,1,1
249,Desmoncus,polyacanthos,,ulei,NY,Acevedo,6667,Bolivia,14.52,-14.86,66.19,-66.31,180,7.5,1.7,,,,,,,,3.4,4.2,1,18,,,,,2,1,1,2,2,1,1,2,,,,,,,
769,Desmoncus,polyacanthos,,ulei,US,Acevedo,14585,Surinam,4.26,4.43,57.09,-57.15,,4,1.45,,59.5,5.1,9,16,3.7,,3.6,,,16,,18.5,12.5,,2,1,1,2,2,1,1,2,,,,2,1,1,1
279,Desmoncus,polyacanthos,,ulei,NY,Amaral,706,Brazil,3.21,-3.35,64.42,-64.7,,,0.61,7,,2.3,,14.5,2.5,,2.4,,,7,,13.2,12.8,,2,1,1,2,2,1,1,2,,,,2,1,1,1
127,Desmoncus,polyacanthos,,ulei,NY,Anderson,1175,Brazil,1.25,-1.41,48.27,-48.45,,,1.16,1.5,,5,,,,,,13,0.9,12,,,,,2,1,1,2,2,1,1,2,2,,,,,,
156,Desmoncus,polyacanthos,,ulei,NY,Anderson,2041,Brazil,4.03,-4.05,44.56,-44.93,,,0.87,1.5,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,,,,,,,
232,Desmoncus,polyacanthos,,ulei,NY,Baca,190,Peru,12.5,-12.83,69.17,-69.28,260,,0.83,6,70,3.6,7,12.5,2.5,,,,,11,,,,,2,1,1,2,2,1,1,2,,,,2,1,1,1
598,Desmoncus,polyacanthos,,ulei,BH,Bailey,101,Trinidad,10.33,10.55,61.13,-61.21,,,1.33,1.5,51,5.9,13,8.5,0.8,,3.1,,,11,,,,,2,1,1,2,2,1,1,2,2,,,,,,
130,Desmoncus,polyacanthos,,ulei,NY,Balick,951,Brazil,4.14,-4.23,55.57,-55.95,,3,1.19,3.5,,5.3,,18,5.8,,,,,,,,,,2,1,1,2,2,1,1,,2,,,,,,
132,Desmoncus,polyacanthos,,ulei,NY,Balick,1493,Brazil,3.3,-3.5,45.3,-45.5,,7,1.41,3,45,5.3,10,,,26,3.4,7,1.1,16,,,,,2,,,,2,1,1,2,2,,,,,,
698,Desmoncus,polyacanthos,,ulei,AAU,Balslev,7328,Peru,3.46,-3.76,74.23,-74.38,155,,1.11,,,,,,,16.5,2.1,7.5,1.2,17,,15.9,10.5,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
703,Desmoncus,polyacanthos,,ulei,AAU,Balslev,7342,Peru,3.56,-3.93,74.18,-74.3,170,,1.62,1.3,,,,,,27,2.8,10.2,1.4,,,,,,2,1,1,2,2,1,1,2,2,,,,,,
706,Desmoncus,polyacanthos,,ulei,AAU,Balslev,8085,Peru,6.54,-6.9,75.14,-75.23,177,20,1.81,2,42,7,7,26.5,4,,2.7,,,12,,,,,2,1,1,2,2,1,1,2,2,,,,,,
707,Desmoncus,polyacanthos,,ulei,AAU,Balslev,7950,Peru,7.41,-7.68,75.07,-75.11,144,2,1.31,3,,5.2,11,20,2.2,,3.4,,,22,,16,11.1,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
710,Desmoncus,polyacanthos,,ulei,AAU,Balslev,8097,Peru,6.55,-6.91,75.14,-75.23,159,5.7,1.82,2,64,7.8,8,22.5,2,18.5,2.5,7,1.2,7,,17.6,16.1,,2,1,1,2,2,1,1,2,2,2,,2,1,1,1
715,Desmoncus,polyacanthos,,ulei,AAU,Balslev,7463,Peru,4.28,-4.46,73.58,-73.96,110,,0.84,1.7,42,3.3,7,13,2,31,2,,,11,,,,,2,1,1,2,2,1,1,2,2,,,,,,
616,Desmoncus,polyacanthos,,ulei,MO,Barbour,5067,Peru,12.49,-12.81,69.17,-69.28,260,5,1.06,6.7,,,,,,,2.7,,,13,,22.9,15.9,,2,1,1,2,2,1,1,2,,,,2,1,1,1
809,Desmoncus,polyacanthos,,ulei,MG,Bastos,1905,Brazil,6.26,-6.43,48.25,-48.41,,5,1.12,2,,,9,7,1.3,30.5,,8,0.7,9,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
810,Desmoncus,polyacanthos,,ulei,MG,Bastos,2238,Brazil,1.3,-1.5,48.42,-48.7,,5,1.17,1.7,55,,,,,,,,,14,,,,,2,1,1,2,2,1,1,2,,,,,,,
317,Desmoncus,polyacanthos,,ulei,NY,Bernardi,6522,Venezuela,,,,,150,,1.33,6.5,,4.3,,,,,,,,,,14.2,12.7,,2,,1,,2,1,1,2,,,,2,1,1,1
117,Desmoncus,polyacanthos,,ulei,NY,Britton,1559,Trinidad,10.35,10.6,61.16,-61.28,,2,1.02,,,,,,,17,2.6,4.5,1,9,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
808,Desmoncus,polyacanthos,,ulei,MG,Cavalcante,1611,Brazil,2.3,-2.5,54.04,-54.06,,,1.72,2.5,,,,,5.5,,,,,,,,,,2,1,1,2,2,1,1,2,2,,,,,,
737,Desmoncus,polyacanthos,,ulei,INPA,Cid,37,Brazil,2,-2,60,-60,,,1.21,7,35.5,3.7,4,15,4,,2.5,,,5,,19.2,11.6,,2,1,1,2,2,1,1,2,,,,2,1,1,1
555,Desmoncus,polyacanthos,,ulei,US,Clarke,12189,Guyana,5.14,5.23,60.3,-60.5,488,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,1,,,,,,,,
566,Desmoncus,polyacanthos,,ulei,BH,Coêlho,36032,Brazil,2,-2,60,-60,,,1.07,6,38,3.8,6,17.7,3,,2.3,7,1.6,11,,,,,2,1,1,2,2,1,1,2,,2,,,,,
742,Desmoncus,polyacanthos,,ulei,INPA,Coêlho,1523,Brazil,3,-3,60,-60,,,0.94,4,,4.9,,,,,2.3,,,,,13.2,12.2,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
743,Desmoncus,polyacanthos,,ulei,INPA,Coêlho,,Brazil,3,-3,59,-59,,,1.12,2.7,32,3.4,7,10.5,1.3,,,,,,,13,9.8,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
221,Desmoncus,polyacanthos,,ulei,NY,Cordeiro,199,Brazil,0.42,0.7,63.22,-63.36,,,0.82,5,,2.9,,14.5,2.3,,,,,7,,16.5,11.6,,2,1,1,2,2,1,1,2,,,,2,1,1,1
102,Desmoncus,polyacanthos,,ulei,NY,Cremers,14340,French Guian,4.54,4.9,52.18,-52.3,60,,1.08,4,95,4.8,9,14,2.3,,4.6,,,16,,20.1,10.8,,2,1,1,2,2,1,1,2,,,,2,1,1,1
553,Desmoncus,polyacanthos,,ulei,US,Cremers,12139,French Guian,3.58,3.96,51.52,-51.86,50,,2.03,2.7,46.5,5.2,8,,,,4.1,,,16,,14.3,11.3,,2,1,1,2,2,1,1,2,,,,2,1,1,1
484,Desmoncus,polyacanthos,,ulei,F,Dahlgren,523,Brazil,1.26,-1.45,48.28,-48.48,,,,2.5,,,,16.5,3.3,,2.7,,,,,,,,2,,,,2,1,1,2,,,,,,,
485,Desmoncus,polyacanthos,,ulei,F,Dahlgren,437,Brazil,1.26,-1.45,48.28,-48.48,,,1.68,2.7,,5.5,,,,,3.7,,,18,,14.3,8.8,,2,,,,2,1,1,2,,,,,,,
129,Desmoncus,polyacanthos,,ulei,NY,Daly,535,Brazil,4.26,-4.43,44.58,-44.96,,,0.73,1,58,5,7,,,,1.6,,,13,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
135,Desmoncus,polyacanthos,,ulei,NY,Davidse,17988,Brazil,1.03,-1.05,46.4,-46.66,25,4,0.95,2,94.5,4.5,7,15.5,3.2,,,,,10,,12.8,10.1,,2,1,1,2,2,1,1,2,,,,2,1,1,1
140,Desmoncus,polyacanthos,,ulei,NY,Davidse,21852,Venezuela,7.09,7.15,71.56,-71.93,325,,1.74,2,105,5.1,9,15.3,2,28,4.8,9.3,1.1,14,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
164,Desmoncus,polyacanthos,,ulei,NY,Davidse,27672,Venezuela,1.18,1.3,66.28,-66.46,80,,1.09,1.5,,4.4,,12,2.5,,,4.7,1,8,,,,,2,,1,,2,1,1,2,2,,,,,,
589,Desmoncus,polyacanthos,,ulei,MO,de Bruijn,1235,Venezuela,9.2,9.33,72.3,-72.5,,,1.79,1.5,,,,15,2.2,,3.3,6.7,1.2,15,,,,,2,,,,2,1,1,,,,,,,,
747,Desmoncus,polyacanthos,,ulei,INPA,de Castro,573,Brazil,3,-3,59.3,-59.5,,,0.73,4.5,43.5,3.3,5,14.5,2.5,,1.6,,,,,13.1,12.1,,2,1,1,2,2,1,1,2,,,,2,1,1,1
554,Desmoncus,polyacanthos,,ulei,US,de Granville,2259,French Guian,2.52,2.86,53.04,-53.06,,,1.7,3.4,81,8.2,8,19,3.3,,,,,,,17.2,12.5,,2,1,1,2,2,1,1,,,,,2,1,1,1
144,Desmoncus,polyacanthos,,ulei,NY,Dorr,7779,Venezuela,8.34,8.56,70.4,-70.66,500,,1.82,1.3,,6.3,,,,,,,,,,15.5,11.2,,2,,,,2,1,1,,2,,,2,1,1,1
560,Desmoncus,polyacanthos,,ulei,BH,Eiten,10208,Brazil,5.32,-5.53,47.29,-47.48,,1.25,0.9,3,25,4.2,5,8,2.4,,1.6,5,1.1,7,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
142,Desmoncus,polyacanthos,,ulei,NY,Evans,2742,Surinam,5.27,5.45,54.58,-54.96,30,5,0.79,,,,,,,16.7,,,,,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
118,Desmoncus,polyacanthos,,ulei,NY,Fendler,732,Trinidad,,,,,,,0.87,2.5,,,,,,,,,,,,11.4,9.5,,2,1,1,2,2,1,1,2,,,,2,1,1,1
600,Desmoncus,polyacanthos,,ulei,BH,Fernández,11383,Venezuela,5.36,5.6,66.06,-66.1,110,,1.69,2,,5.2,,,,,3.3,,,14,,,,,2,,,,2,1,1,2,,,,,,,
145,Desmoncus,polyacanthos,,ulei,NY,Fernández,3942,Venezuela,8.03,8.05,60.04,-60.06,0,,2.06,3.5,,,,,,,7.3,,,14,,13.7,13.6,,2,,,,2,1,1,2,,,,2,1,1,1
165,Desmoncus,polyacanthos,,ulei,NY,Fernández,2410,Venezuela,5.24,5.4,62.42,-62.7,420,,0.96,1.5,,5,,10.7,2.2,21,2.9,4,1.2,9,,,,,2,,,,2,1,1,2,2,,,,,,
96,Desmoncus,polyacanthos,,ulei,NY,Fleury,1435,French Guian,3.22,3.38,53.55,-53.93,,,1.76,1.5,,7.3,,14,2.5,,6.7,,,19,,15,12.9,,2,1,1,2,2,1,1,2,,,,2,1,1,1
782,Desmoncus,polyacanthos,,ulei,UB,Fonsêca,163,Brazil,1.25,-1.41,48.25,-48.41,,,1.35,10,,3.5,,19.5,3.6,,2.4,,,14,,,,,2,,,,2,1,1,2,2,,,,,,
100,Desmoncus,polyacanthos,,ulei,NY,Forest Dept.,3579,Guyana,5.43,5.71,59.56,-59.93,,,0.94,2.5,,4,,15.5,2.8,25.5,4.8,7,1.3,15,,,,,2,,,,2,1,1,2,,2,,,,,
561,Desmoncus,polyacanthos,,ulei,BH,Fróes,31198,Brazil,2.32,-2.53,54.17,-54.28,,,0.61,2.7,36.5,4,6,15.5,2.3,,,,,,,,,,2,1,1,2,2,1,1,,2,,,,,,
136,Desmoncus,polyacanthos,,ulei,NY,Fróes,11765,Brazil,2.34,-2.57,44.14,-44.23,,,1.15,2.5,,5.1,,16.5,2.3,20.2,3.4,3.3,1.6,21,,14.3,9.2,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
607,Desmoncus,polyacanthos,,ulei,MO,Gentry,50347,Brazil,1.27,-1.45,48.29,-48.48,20,,1.62,1.7,,,,17.7,2.5,,2.4,,,12,,,,,2,1,1,2,2,1,1,2,2,,,,,,
99,Desmoncus,polyacanthos,,ulei,NY,Gillespie,812,Guyana,6.3,6.5,58.15,-58.25,12,5,0.95,4,,5.8,,16.2,4.8,,,,,,,15.4,12.3,,2,,1,,2,1,1,2,2,,,2,1,1,1
588,Desmoncus,polyacanthos,,ulei,MO,Grández,434,Peru,5.1,-5.16,74.4,-74.66,120,,0.83,1,34,2.7,7,8.5,1.8,,,,,,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
162,Desmoncus,polyacanthos,,ulei,NY,Guánchez,1731,Venezuela,4.03,4.05,66.02,-66.03,115,,1.52,1.5,,7.2,,15,2.7,,5.5,,,,,14,9.7,,2,,1,,2,1,1,2,,,,2,1,1,1
736,Desmoncus,polyacanthos,,ulei,INPA,Henderson,336,Brazil,6.5,-6.83,59,-59,,2,0.63,2.5,27,2.4,5,11.5,1.6,,2,,,,,12.6,11.2,,2,1,1,2,2,1,1,2,,,,2,1,1,1
146,Desmoncus,polyacanthos,,ulei,NY,Henderson,1610,Brazil,2.24,2.4,59.44,-59.73,,6,,3,,,,11.3,2.7,24,4.2,5.5,1.1,7,,14.4,10,2,2,1,1,2,2,1,1,2,2,,,2,1,1,1
147,Desmoncus,polyacanthos,,ulei,NY,Henderson,1607,Brazil,2.24,2.4,59.44,-59.73,,6,0.54,5.5,27,2.6,4,11.7,2.6,,,,,7,,13.5,12.2,2,2,1,1,2,2,1,1,2,,,,2,1,1,1
148,Desmoncus,polyacanthos,,ulei,NY,Henderson,36,Venezuela,0.5,0.83,66.1,-66.16,140,15,1.21,,,,,,,,4.7,,,10,,,,,2,,1,,2,1,1,2,,,,,,,
160,Desmoncus,polyacanthos,,ulei,NY,Henderson,977,Venezuela,2.01,2.01,65.07,-65.11,228,,,2.3,,7.7,,25.5,2.5,,5.7,,,16,,,,,2,,1,,2,1,1,2,,,,,,,
229,Desmoncus,polyacanthos,,ulei,NY,Henderson,1642,Peru,12.5,-12.83,69.17,-69.28,250,4,,,,,,,,21.5,3.4,,,14,,,,2,2,1,1,2,2,1,1,2,2,2,,,,,
273,Desmoncus,polyacanthos,,ulei,NY,Henderson,1675,Brazil,7.35,-7.58,72.4,-72.66,,5,0.96,1,38,3,9,8.5,1.4,,3.3,,,19,,16,11.3,2,2,1,1,2,2,1,1,2,2,,,2,1,1,1
87,Desmoncus,polyacanthos,,ulei,NY,Hoffman,799,Guyana,6.32,6.53,58.13,-58.21,12,,1.41,3,,,,,,20,,,,11,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
314,Desmoncus,polyacanthos,,ulei,NY,Hoffman,6380,Surinam,2.2,2.33,56.48,-56.8,220,,1.46,6,103.5,4.7,9,15.5,1.2,,2.7,7.5,0.8,15,,,,,2,1,1,2,2,1,1,2,2,,,,,,
98,Desmoncus,polyacanthos,,ulei,NY,Jansen-Jacobs,2539,Guyana,2.1,2.16,59.15,-59.25,200,,1.03,1.3,63,4.8,9,8,2.2,,,,,,,,,,2,1,1,2,2,1,1,2,,,,,,,
745,Desmoncus,polyacanthos,,ulei,CEN,Kahn,3506,Brazil,2.3,-2.5,60,-60,,4.5,0.75,5,48.5,4,5,12.5,2.5,,2.2,,,9,,15,11.4,2,2,1,1,2,2,1,1,2,,,,2,1,1,1
191,Desmoncus,polyacanthos,,ulei,CEN,Kahn,3503,Brazil,2,-2,61,-61,,4,1.33,2,39,6.1,8,15.5,3,,4.4,,,12,,13.2,12.3,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
788,Desmoncus,polyacanthos,,ulei,INPA,Kahn,563,Brazil,2.23,-2.38,59.56,-59.93,,,1,,44.5,3.9,5,20,3.5,23.5,2.5,5,1.3,14,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
794,Desmoncus,polyacanthos,,ulei,INPA,Kahn,504,Brazil,2.23,-2.38,59.56,-59.93,,,1.13,,,,,,,,2.3,,,13,,,,,2,1,1,2,2,1,1,2,2,,,,,,
101,Desmoncus,polyacanthos,,ulei,NY,Kelloff,631,Guyana,6.49,6.81,58.28,-58.46,2,,1.56,2,,,,,,,,7.5,0.6,14,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
153,Desmoncus,polyacanthos,,ulei,NY,Killip,30573,Brazil,1.07,-1.11,48.23,-48.4,,,1.54,,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
603,Desmoncus,polyacanthos,,ulei,MO,Knab-Vispo,368,Venezuela,6.2,6.33,64.3,-64.5,,,2.25,3.5,,,,15,4,,3.6,9.3,2,11,,,,,2,,,,2,1,1,2,2,,,,,,
104,Desmoncus,polyacanthos,,ulei,NY,Kramer,3146,Surinam,5.24,5.4,55.13,-55.21,,4,1.39,5,,5.3,,17.5,4.5,,6.7,,,16,,15.7,12.6,,2,1,1,2,2,1,1,2,,,,2,1,1,1
108,Desmoncus,polyacanthos,,ulei,NY,Kramer,2472,Surinam,5.27,5.45,55.12,-55.2,,3,0.74,5,78.5,3.3,5,16,3.5,,,,,13,,11.9,8.7,,2,1,1,2,2,1,1,2,,,,2,1,1,1
251,Desmoncus,polyacanthos,,ulei,NY,Lewis,37933,Bolivia,15.32,-15.53,67.2,-67.33,570,,,5,,5.6,,17,2.6,,,,,,,,,,2,1,1,2,2,1,1,,2,,,,,,
599,Desmoncus,polyacanthos,,ulei,BH,Liesner,5694,Venezuela,6.49,6.81,63.1,-63.16,200,3,0.91,3,60.5,3.6,9,18,2.6,,1.8,,,10,,,,,2,1,1,2,2,1,1,2,,,,,,,
749,Desmoncus,polyacanthos,,ulei,INPA,Lima,796,Brazil,3.25,3.41,61.4,-61.66,,,0.95,3.5,33,2.9,6,9,3.5,19,2.2,,,9,,16.7,11.2,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
597,Desmoncus,polyacanthos,,ulei,US,Loomis,54,Trinidad,10.33,10.55,61.13,-61.21,,,1.4,5.5,49,6.2,6,20.3,3.5,,2.6,,,10,,14.8,10.9,,2,1,1,2,2,1,1,2,,,,2,1,1,1
791,Desmoncus,polyacanthos,,ulei,INPA,Madison,31,Brazil,2.3,-2.5,60.45,-60.75,,,1.13,2.3,30.7,4,4,12.7,4,,,,,,,,,,2,1,1,2,2,1,1,,2,,,,,,
86,Desmoncus,polyacanthos,,ulei,NY,Maguire,25011,Surinam,5.14,5.23,55.2,-55.33,,,1.14,4.5,72,5,8,,,25,3.9,,,,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
748,Desmoncus,polyacanthos,,ulei,INPA,Matos,244,Brazil,4.15,-4.25,64,-64,,,0.8,3.5,56,3,7,13,2.4,,3.2,,,10,,14.6,12.9,,2,1,1,2,2,1,1,2,,,,2,1,1,1
753,Desmoncus,polyacanthos,,ulei,INPA,Mauro,50,Brazil,0.49,0.81,63.19,-63.31,,1,0.74,7,,3.5,,,,,1.7,,,,,,,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
88,Desmoncus,polyacanthos,,ulei,NY,McDowell,3730,Guyana,6.05,6.08,60.07,-60.11,100,,1.79,,,,,,,,4.1,5,1.1,19,,,,,2,1,1,2,2,1,1,2,,2,,,,,
789,Desmoncus,polyacanthos,,ulei,INPA,Monteiro,1317,Brazil,2.24,-2.4,60.02,-60.03,,,1.33,8.5,44,4.6,6,15.5,3.4,,2.8,,,11,,13.4,11.3,,2,1,1,2,2,1,1,2,,,,2,1,1,1
556,Desmoncus,polyacanthos,,ulei,BH,Moore,10360,Surinam,5.24,5.4,54.08,-54.13,,,1.22,2.5,48.5,4.4,7,17,3.2,,2,,,14,,,,,2,1,1,2,2,1,1,2,,,,,,,
124,Desmoncus,polyacanthos,,ulei,NY,Mori,17735,Brazil,0.36,0.6,51.52,-51.86,,,1.19,2.5,,,,,,26,4.9,,,13,,,,,2,,,,2,1,1,2,2,,,,,,
159,Desmoncus,polyacanthos,,ulei,NY,Morillo,8873,Venezuela,6.15,6.25,64.25,-64.41,230,4.5,0.88,1.5,88,4.3,7,13.5,1.8,,,,,,,13.1,10.9,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
842,Desmoncus,polyacanthos,,ulei,COL,Murillo,1940,Colombia,4.42,4.7,73.18,-73.3,500,,1.65,3.5,,6.7,,,,,3.8,,,,,16.4,11.2,,2,,,,2,1,1,2,,,,2,1,1,1
321,Desmoncus,polyacanthos,,ulei,NY,Mutchnick,829,Guyana,4.22,4.36,58.3,-58.5,50,2,,,,,,,,,7.2,11.5,1.5,18,,16.9,11.7,,2,,,,2,1,1,2,2,,,2,1,1,1
150,Desmoncus,polyacanthos,,ulei,NY,Nascimento,723,Brazil,2.53,-2.88,59.58,-59.96,,,1.19,6,100,5,5,20,4.2,,,,1.8,13,,16.8,11.4,,2,1,1,2,2,1,1,2,,,,2,1,1,1
252,Desmoncus,polyacanthos,,ulei,NY,Nee,39611,Bolivia,17.24,-17.4,63.41,-63.68,300,,0.85,5.5,,,,,,,,5.2,1.3,14,,,,2,2,1,1,2,2,1,1,2,2,2,,,,,
320,Desmoncus,polyacanthos,,ulei,NY,Oldeman,1269,French Guian,3.47,3.8,51.52,-51.88,,,1.8,3,,5.8,,,,,,,,18,,15.6,10.9,,2,,,,2,1,1,2,,,,2,1,1,1
815,Desmoncus,polyacanthos,,ulei,MG,Oliveira,732,Brazil,3.45,-3.75,47.29,-47.48,,,,4,70,,7,9.5,2.5,,,,,,,,,,2,1,1,2,2,1,1,2,,,,,,,
137,Desmoncus,polyacanthos,,ulei,NY,Pardini,72,Brazil,2.31,-2.51,54.57,-54.95,,,0.96,,,,12,,,,2.2,,,12,,,,2,2,1,1,2,2,1,1,2,,2,,,,,
195,Desmoncus,polyacanthos,,ulei,CEN,Pereira-Silva,9567,Brazil,6.38,-6.63,47.25,-47.41,150,,1.34,4.7,,,,13.5,2.8,,2,,,,,,,,2,1,1,2,2,1,1,2,2,,,,,,
103,Desmoncus,polyacanthos,,ulei,NY,Pipoly,7451,Guyana,6.25,6.41,58.1,-58.16,5,,1.39,4.5,,5,,22.5,3.6,,,,,12,,16.2,12.9,,2,,,,2,1,1,2,,,,2,1,1,1
765,Desmoncus,polyacanthos,,ulei,GH,Pires,484,Brazil,1.26,-1.43,48.24,-48.4,,,1.38,2,,,,18,2.6,,2.1,5,0.8,15,,,,,2,,,,2,1,1,2,2,2,,,,,
