Number,Genus,Species,Subspecies,Collector,Collnumber,Herbarium,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemhe,Stemdi,Shpele,Rachle,Rachwi,Nodivi,Asymme,Bapiwi,Bapimi,Differ,Basang,Apiang,Appile,Pedlen,Prople,Pedble,Peduwi,Distan,Norlla,Rllale,Rllawi,Pitwid,Pitlen,Dispit,Stapit,Fruidi,Fruile,Leafno,Stemfo,Pitcoll,Petiol,Pedtom,Filifo,Inflor,Pbscar,Prophy,Pbract,Pbsurf,Pbfold,Rachil,Rlltom,Upplip,Stasep,Flapdist,Flap,Inflobud,Flowerbud,Openfls,Immfrs,Matfrs,Oldinflo,Racpro,Lobes,Proxpin,Leaf,Fruitcolor,Lgstemhe,Lgstemdi,Lgshpele,Lgrachle,Lgrachwi,Squnodivi,Lgasymme,Lgbasang,Lgapiang,Lgappile,Lgpedlen,Lgprople,Lgpedble,Lgpeduwi,Lgdistan,Squnorlla,Lgrllale,Lgrllawi,Lgdispit,Lgfruidi,Lgfruile,Lgflapdist,Rachillacolo
506,Calyptrogyne,ghiesbreghtiana,glauca,de Nevers,7827,mo,costa rica,10.1,10.17,84,-84,1250,,,,,5.3,,,,,,41,,39.5,,,,,1.4,1,30,5.6,1.9,3.5,5.5,1,,,,,0,1,1,0,0,0,,0,0,0,0,0,0,,,,,,,jun,,,0,0,0,1,,,,,,0.72427587,,,1.612783857,,1.596597096,,,,,0.146128036,1,1.477121255,0.748188027,0.740362689,,,,
507,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,23192,mo,nicaragua,11.02,11.03,84.27,-84.45,100,,,,,4.3,,,,,,20,18,35.5,,,,,3.7,1,26.5,5.7,2.9,3,3.5,1,,,,,0,1,1,1,0,0,,0,,,0,0,0,,,,,,,feb,,,,0,0,1,,,,,,0.633468456,,,1.301029996,1.255272505,1.550228353,,,,,0.568201724,1,1.423245874,0.755874856,0.544068044,,,,
508,Calyptrogyne,ghiesbreghtiana,glauca,de Nevers,7825,mo,costa rica,10.1,10.17,84,-84,1250,,,,40.5,3.9,2,1,4.8,4.8,0,25,20,24.5,,,43,6.4,1.6,1,31.5,7.2,2.5,3,4.5,2,,,,1,0,1,1,0,0,0,,0,0,0,0,0,0,,,,,,,jun,,,,0,0,1,,,,,1.607455023,0.591064607,1.414213562,0,1.397940009,1.301029996,1.389166084,,,1.633468456,0.806179974,0.204119983,1,1.498310554,0.857332496,0.653212514,,,,
503,Calyptrogyne,ghiesbreghtiana,glauca,Davidse,30961,mo,costa rica,10.47,10.78,83.35,-83.58,3,0.5,,,77.5,7.1,8,0.5,2.9,2.9,0,28,20,42,,,44.5,5.7,4.5,1,41.5,6.3,3,3,6,0,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,1,sep,,,,,,0,0,0,1,,-0.301029996,,,1.889301703,0.851258349,2.828427125,-0.301029996,1.447158031,1.301029996,1.62324929,,,1.648360011,0.755874856,0.653212514,1,1.618048097,0.799340549,0.77815125,,,1.361727836,0
502,Calyptrogyne,ghiesbreghtiana,glauca,Hammel,11740,mo,costa rica,10.28,10.47,84.01,-84.02,100,,,,,,,,3.2,3.2,0,31,,,,,,3.6,2.4,1,22.4,5.9,1.9,2.3,4,1,,,,,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,apr,,,0,0,0,1,,,,,,,,,1.491361694,,,,,,0.556302501,0.380211242,1,1.350248018,0.770852012,0.602059991,,,,0
98,Calyptrogyne,ghiesbreghtiana,glauca,Morales,1850,ny,costa rica,10.09,10.15,83.56,-83.93,500,,,,,,,,,,,,,,,,,4.9,1.8,1,27.8,7.5,2.8,3.2,4.5,2,,,,,0,,1,,0,0,,0,,,0,0,0,,,,,,oct,oct,oct,,,0,0,0,,,,,,,,,,,,,,,0.69019608,0.255272505,1,1.444044796,0.875061263,0.653212514,,,,0
334,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,23284,mo,nicaragua,11.02,11.03,84.29,-84.48,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,,0,0,,0,,,0,0,0,,,,,,,feb,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
328,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,12826,mo,nicaragua,11.33,11.55,84.02,-84.03,10,,,,,,,,,,,,,,,,,4.1,1.7,1,25.5,4.9,2.1,3.2,4.6,1,,,,1,0,1,1,,0,0,,0,0,0,0,0,0,,,,nov,nov,,nov,,,,0,0,1,,,,,,,,,,,,,,,0.612783857,0.230448921,1,1.40654018,0.69019608,0.662757832,,,,
327,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,14780,mo,nicaragua,11.36,11.6,83.51,-83.85,50,,,,,,,,,,,,,,,,,3.5,1,1,20,4.1,2,2,3.9,2,,,,1,0,1,1,,0,0,,0,,,0,0,0,,,,,,,feb,,,,0,0,1,,,,,,,,,,,,,,,0.544068044,0,1,1.301029996,0.612783857,0.591064607,,,,
326,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,12957,mo,nicaragua,11.36,11.6,84,-84,10,,,,,,,,,,,,18,28.7,,,,3.6,1.1,1,22.5,5.2,2.1,2.5,5.5,2,,,,,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,nov,,,,0,0,1,,,,,,,,,,1.255272505,1.457881897,,,,0.556302501,0.041392685,1,1.352182518,0.716003344,0.740362689,,,,
113,Calyptrogyne,ghiesbreghtiana,glauca,Barringer,1956,f,costa rica,10.35,10.58,83.31,-83.52,60,,,,,,,,,,,,,,,,,5,1.4,1,31.8,5.5,2.2,3.5,4.5,2,6.4,11.1,,,0,,1,,0,0,,0,,,0,0,0,,,,,,,,mar,,,0,0,1,,,,,,,,,,,,,,,0.698970004,0.146128036,1,1.50242712,0.740362689,0.653212514,0.806179974,1.045322979,,
115,Calyptrogyne,ghiesbreghtiana,glauca,Wilbur,37148,f,costa rica,10.26,10.43,84.01,-84.02,100,0.7,,,69.5,3.6,4,0.9,,,,24,25,29.5,,,,3.1,1,1,,5.6,2.1,2.5,4,2,5.7,10.5,,,0,0,1,0,0,0,,0,,,0,0,0,,,0,,,,,may,,0,0,0,1,,-0.15490196,,,1.841984805,0.556302501,2,-0.045757491,1.380211242,1.397940009,1.469822016,,,,0.491361694,0,1,,0.748188027,0.602059991,0.755874856,1.021189299,,
515,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,13065,mo,nicaragua,11.32,11.53,84.05,-84.08,30,,,,,,,,,,,25,,,,,,,,1,19.6,5.1,2.5,2.6,4,1,,,,,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,nov,,,0,0,0,1,,,,,,,,,1.397940009,,,,,,,,1,1.292256071,0.707570176,0.602059991,,,,
514,Calyptrogyne,ghiesbreghtiana,glauca,Robles,1416,mo,costa rica,10.31,10.52,83.3,-83.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,,,0,,,0,0,0,,,,,,,dec,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
105,Calyptrogyne,ghiesbreghtiana,glauca,Bunting,799,f,nicaragua,10.45,10.75,84,-84,25,,2.5,,,,,,,,,,,,,,,3.2,1.9,1,22.6,4.5,2,3,5.3,1,5,9.7,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,mar,mar,,0,0,0,0,,,0.397940009,,,,,,,,,,,,0.505149978,0.278753601,1,1.354108439,0.653212514,0.72427587,0.698970004,0.986771734,,
512,Calyptrogyne,ghiesbreghtiana,glauca,Stevens,5035,mo,nicaragua,11.43,11.72,84.18,-84.3,145,,,,86,5,7,0.8,3.2,2.9,-0.3,18,17,32,,,29.7,3.4,1.8,1,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,0,0,0,0,,,nov,,,,,,,0,0,1,,,,,1.934498451,0.698970004,2.645751311,-0.096910013,1.255272505,1.230448921,1.505149978,,,1.472756449,0.531478917,0.255272505,1,,,,,,,
511,Calyptrogyne,ghiesbreghtiana,glauca,Chacon,702,mo,costa rica,10.27,10.45,84.03,-84.05,75,,,,62.4,5,5,3.5,0.9,1.3,0.4,40,18,30.5,,,,3.1,1.8,1,22,5,1.7,2.7,3.5,,5.4,9.6,,,0,1,1,0,0,0,,0,,,0,0,0,,8,1,,,,,jan,,0,0,0,1,,,,,1.79518459,0.698970004,2.236067977,0.544068044,1.602059991,1.255272505,1.484299839,,,,0.491361694,0.255272505,1,1.342422681,0.698970004,0.544068044,0.73239376,0.982271233,0.903089987,
67,Calyptrogyne,ghiesbreghtiana,glauca,de Nevers,7916,ny,costa rica,10.5,10.83,84.31,-84.52,,0.05,,34.5,61.5,5.1,7,1,4.5,3.4,-1.1,30,9,37,,,,5,1.3,1,28.5,6.7,2.4,3.5,4,2,5.2,10,,1,0,1,1,0,0,0,,0,0,0,0,0,0,,14.3,1,,,,,jun,,0,0,0,1,,-1.301029996,,1.537819095,1.788875116,0.707570176,2.645751311,0,1.477121255,0.954242509,1.568201724,,,,0.698970004,0.113943352,1,1.45484486,0.826074803,0.602059991,0.716003344,1,1.155336037,0
68,Calyptrogyne,ghiesbreghtiana,glauca,Henderson,45,ny,costa rica,10.26,10.43,84.01,-84.02,100,,,,118,9.9,8,7.5,4.1,2.9,-1.2,32,21,37.5,167.5,48,,4.8,2,1,34.5,5.8,2.2,3.7,2.8,2,4.5,8.8,,1,0,1,1,0,0,0,0,0,,,0,0,0,,51.5,1,,,dec,,dec,,0,0,0,1,,,,,2.071882007,0.995635195,2.828427125,0.875061263,1.505149978,1.322219295,1.574031268,2.224014811,1.681241237,,0.681241237,0.301029996,1,1.537819095,0.763427994,0.447158031,0.653212514,0.944482672,1.711807229,
513,Calyptrogyne,ghiesbreghtiana,glauca,Grijalva,2342,mo,nicaragua,11.1,11.17,84.25,-84.42,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,0,,0,,,0,0,0,,,,,,,feb,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
510,Calyptrogyne,ghiesbreghtiana,glauca,Salick,7913,mo,nicaragua,11.08,11.13,84.22,-84.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,,,,,,,dec,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
509,Calyptrogyne,ghiesbreghtiana,glauca,Grayum,6184,mo,costa rica,10.16,10.27,84.12,-84.2,885,0.25,,,64.5,4.5,3,1,9.3,9,-0.3,37,18,27.5,,,,4.4,1.2,1,27.5,5.2,2,2.7,4,1,,,,,0,1,1,0,0,0,,0,0,0,0,0,0,0,,,jan,,,,,,,0,0,1,,-0.602059991,,,1.809559715,0.653212514,1.732050808,0,1.568201724,1.255272505,1.439332694,,,,0.643452676,0.079181246,1,1.439332694,0.716003344,0.602059991,,,,0
131,Calyptrogyne,ghiesbreghtiana,glauca,Barringer,3039,f,costa rica,9.35,9.58,82.42,-82.7,200,,,,,,,,,,,,,,,,,2.9,1.4,1,26.3,3.8,2,3.5,4.5,2,8.6,13.5,,,0,,1,,0,0,,0,,,0,0,0,,,,,,,,jun,,,0,0,1,,,,,,,,,,,,,,,0.462397998,0.146128036,1,1.419955748,0.579783597,0.653212514,0.934498451,1.130333768,,0
130,Calyptrogyne,ghiesbreghtiana,glauca,Barringer,3572,f,costa rica,9.34,9.57,82.56,-82.93,200,0.5,,,,,,,,,,,,,,,,3.4,1.4,1,27.2,5.1,2.8,4,4.3,2,6.6,11.8,,,0,,1,,0,0,,0,0,0,0,0,0,0,,,,jun,,,jun,,,0,0,0,,-0.301029996,,,,,,,,,,,,,0.531478917,0.146128036,1,1.434568904,0.707570176,0.633468456,0.819543936,1.071882007,,0
135,Calyptrogyne,ghiesbreghtiana,glauca,Burger,11273,f,costa rica,10.34,10.57,83.32,-83.53,15,,,,,4.2,,,,,,24,20,,,,,2.9,1.5,1,,4.8,2,3.5,2.4,0,6,11.2,,,0,1,1,0,0,0,,0,0,0,0,0,0,,19,1,sep,sep,,,sep,,0,0,0,1,,,,,,0.62324929,,,1.380211242,1.301029996,,,,,0.462397998,0.176091259,1,,0.681241237,0.380211242,0.77815125,1.049218023,1.278753601,0
417,Calyptrogyne,ghiesbreghtiana,glauca,Gomez,23062,mo,costa rica,9.37,9.62,83.17,-83.28,1160,,,52,47,4.2,2,0,,,,25,20,,82,45.5,,4.7,1,1,26,4.9,2.2,3,3.8,0,,,,,0,1,1,0,0,0,0,0,,,0,0,0,0,,,,,nov,,,,,0,0,1,,,,1.716003344,1.672097858,0.62324929,1.414213562,,1.397940009,1.301029996,,1.913813852,1.658011397,,0.672097858,0,1,1.414973348,0.69019608,0.579783597,,,,
324,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,15001,mo,nicaragua,11.37,11.62,83.52,-83.87,35,,,,,4.9,,,,,,18,20,38,,,,,,1,23.5,4.8,2,2.5,4.5,1,,,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,feb,,,,0,0,1,,,,,,0.69019608,,,1.255272505,1.301029996,1.579783597,,,,,,1,1.371067862,0.681241237,0.653212514,,,,
319,Calyptrogyne,ghiesbreghtiana,glauca,Cowan,4598,mo,costa rica,9.35,9.58,82.58,-82.96,180,0.5,,,,,,1.5,,,,22,,,,,,3.3,1.5,1,23.5,4.2,2.5,3.3,4.2,2,,,,1,0,,1,,0,0,,0,,,0,0,0,,,,,,,mar,,,,0,0,1,,-0.301029996,,,,,,0.176091259,1.342422681,,,,,,0.51851394,0.176091259,1,1.371067862,0.62324929,0.62324929,,,,0
88,Calyptrogyne,ghiesbreghtiana,glauca,Moore,6687,"ny, f",costa rica,9.5,9.83,83.35,-83.58,1100,,,,49,4.2,2,2,6.2,5,-1.2,25,7,20,,,,,1.5,1,23.5,5.2,2.9,2.5,4.5,2,7.8,11.8,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,apr,,,,0,0,1,,,,,1.69019608,0.62324929,1.414213562,0.301029996,1.397940009,0.84509804,1.301029996,,,,,0.176091259,1,1.371067862,0.716003344,0.653212514,0.892094603,1.071882007,,0
493,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,14699,mo,nicaragua,11.33,11.55,83.48,-83.8,10,,,,,,,,,,,,,,,,,3.4,1.2,1,20,4.7,2,3,4.3,2,6.4,9.7,,,0,,1,,0,0,,0,,,0,0,0,,,,,,,,feb,,,0,0,1,,,,,,,,,,,,,,,0.531478917,0.079181246,1,1.301029996,0.672097858,0.633468456,0.806179974,0.986771734,,
494,Calyptrogyne,ghiesbreghtiana,glauca,Stevens,24188,mo,costa rica,10.47,10.78,83.35,-83.58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,,0,0,0,0,0,0,0,,,sep,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
495,Calyptrogyne,ghiesbreghtiana,glauca,Grayum,8489,mo,costa rica,10.17,10.28,84.03,-84.05,695,,,,87,6.1,1,0.5,,,,21,21,43,,,,3.9,2.2,1,25.5,6.7,2.9,2.9,4.8,1,,,,1,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,dec,,,0,0,0,0,,,,,1.939519253,0.785329835,1,-0.301029996,1.322219295,1.322219295,1.633468456,,,,0.591064607,0.342422681,1,1.40654018,0.826074803,0.681241237,,,,0
496,Calyptrogyne,ghiesbreghtiana,glauca,Neil,3494,mo,nicaragua,11.01,11.02,84.24,-84.4,200,0.5,,,74.5,4.5,,,,,,,,,,,,3.7,1.4,1,20.8,5.3,2,3.1,5,1,,,,,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,apr,,,0,0,0,1,,-0.301029996,,,1.872156273,0.653212514,,,,,,,,,0.568201724,0.146128036,1,1.318063335,0.72427587,0.698970004,,,,
497,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,12579,mo,nicaragua,11.36,11.6,83.39,-83.7,7,,,,,,,,,,,,20,36.7,,,,3.1,1.5,1,18.5,4.6,2.2,3.5,6,2,5.9,10.6,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,,oct,,,,0,1,,,,,,,,,,1.301029996,1.564666064,,,,0.491361694,0.176091259,1,1.267171728,0.662757832,0.77815125,0.770852012,1.025305865,,0
498,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,15108,mo,nicaragua,11.32,11.53,83.48,-83.8,15,,,,,8.2,,,,,,36,,,,,,3.9,1.8,1,25,5.3,2,2.5,3.8,1,,,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,feb,,,0,0,0,1,,,,,,0.913813852,,,1.556302501,,,,,,0.591064607,0.255272505,1,1.397940009,0.72427587,0.579783597,,,,
499,Calyptrogyne,ghiesbreghtiana,glauca,Rueda,1568,mo,nicaragua,10.56,10.93,83.46,-83.77,1,,,,,,,,,,,,,,,,,3.3,0.9,1,,5.3,2.5,2,3.8,2,6.9,12.2,,,0,,1,,0,0,,0,,,0,0,0,,,,,,,,jul,,,0,0,1,,,,,,,,,,,,,,,0.51851394,-0.045757491,1,,0.72427587,0.579783597,0.838849091,1.086359831,,
500,Calyptrogyne,ghiesbreghtiana,glauca,Stevens,23643,mo,costa rica,10.41,10.68,83.38,-83.63,85,1,,,,,,,,,,,,,,,,,1.5,1,30.2,6,2.5,3,5,1,,,,,0,,1,,0,0,,0,,,0,0,0,,,,,,,jan,,,,,,1,,0,,,,,,,,,,,,,,0.176091259,1,1.480006943,0.77815125,0.698970004,,,,0
501,Calyptrogyne,ghiesbreghtiana,glauca,Robles,1151,mo,costa rica,10.25,10.42,83.34,-83.57,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,oct,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0
158,Calyptrogyne,ghiesbreghtiana,glauca,de Nevers,7817,cas,costa rica,10.27,10.45,84.05,-84.08,125,0.1,,63.5,108.5,8.8,15,2.7,2.5,2,-0.5,42,13,43,,,,,,,,,,,,,,,11.5,1,,1,1,0,0,0,,0,0,0,0,,,,51,1,jun,,,,,,0,0,0,1,,-1,,1.802773725,2.035429738,0.944482672,3.872983346,0.431363764,1.62324929,1.113943352,1.633468456,,,,,,,,,,,,1.707570176,
303,Calyptrogyne,ghiesbreghtiana,glauca,Croat,36802,bh,costa rica,9.49,9.82,83.32,-83.53,1300,,,,38.5,2.5,2,,4,4,0,20,15,18,,,,2.2,1.4,1,18.5,4.1,2,2.5,4.7,1,,,,,0,0,1,0,0,0,,,,,0,0,0,,,,,,,jul,,,1,0,0,1,,,,,1.58546073,0.397940009,1.414213562,,1.301029996,1.176091259,1.255272505,,,,0.342422681,0.146128036,1,1.267171728,0.612783857,0.672097858,,,,
330,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,12745,mo,nicaragua,11.34,11.57,84.01,-84.02,10,,,,,,,,,,,,,,,,,3.9,1.3,1,27.3,4.7,2.5,3,5.9,2,,,,1,0,,,,0,0,,0,,,0,0,0,,,,,,,,nov,,,0,,1,,,,,,,,,,,,,,,0.591064607,0.113943352,1,1.436162647,0.672097858,0.770852012,,,,
305,Calyptrogyne,ghiesbreghtiana,glauca,Holm,789,bh,costa rica,11.02,11.03,84.44,-84.73,35,0.15,,,,,,,,,,,,,141,,,4.2,1.2,1,20.4,5,2,2,4.2,0,,,12,1,0,1,1,,0,0,0,0,0,0,0,0,0,,23,1,,aug,aug,,,,0,0,0,1,,-0.823908741,,,,,,,,,,2.149219113,,,0.62324929,0.079181246,1,1.309630167,0.698970004,0.62324929,,,1.361727836,
332,Calyptrogyne,ghiesbreghtiana,glauca,Stevens,23483,mo,nicaragua,11.03,11.05,84.25,-84.42,50,1,,,,,,,,,,,,,,,,,1.4,1,22.5,5.2,2.4,3.2,5,0,5.8,9.5,,,0,1,1,,0,0,,0,0,0,0,0,0,0,,,,dec,,,dec,,0,0,0,1,,0,,,,,,,,,,,,,,0.146128036,1,1.352182518,0.716003344,0.698970004,0.763427994,0.977723605,,
333,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,15031,mo,nicaragua,11.35,11.58,83.51,-83.85,10,,,,,,,,,,,,,,,,,3.5,0.7,1,,,,,,,,,,1,0,,1,,0,0,,0,,,0,0,0,,,,,,,feb,,,,0,0,1,,,,,,,,,,,,,,,0.544068044,-0.15490196,1,,,,,,,
178,Calyptrogyne,ghiesbreghtiana,glauca,Gomez,20452,cas,costa rica,9.35,9.58,82.45,-82.75,175,0.25,,,,,,,,,,,,,,,,2,2.5,1,,3.7,2.5,3.8,4.6,2,,,,1,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,,may,,,0,0,1,,-0.602059991,,,,,,,,,,,,,0.301029996,0.397940009,1,,0.568201724,0.662757832,,,,
179,Calyptrogyne,ghiesbreghtiana,glauca,Gomez,20848,cas,costa rica,10.1,10.17,84,-84,1050,,,,,,,,,,,,,,,,,3.8,2.8,1,25.5,5.4,2.4,2.7,2.5,2,7.3,11.2,,,0,,1,,0,0,,0,,,0,0,0,,,,,,,jan,jan,,,0,0,1,,,,,,,,,,,,,,,0.579783597,0.447158031,1,1.40654018,0.73239376,0.397940009,0.86332286,1.049218023,,0
181,Calyptrogyne,ghiesbreghtiana,glauca,Hammel,17527,cas,costa rica,9.31,9.52,82.55,-82.92,200,,,,29,1.9,2,1.2,5,3.5,-1.5,28,15,33,,,,2.9,1.3,1,23,4.1,2.5,3.7,4.5,2,,,,,0,0,1,0,,0,,0,,,0,0,0,,,,,,,,jun,jun,,0,0,1,black,,,,1.462397998,0.278753601,1.414213562,0.079181246,1.447158031,1.176091259,1.51851394,,,,0.462397998,0.113943352,1,1.361727836,0.612783857,0.653212514,,,,0
311,Calyptrogyne,ghiesbreghtiana,glauca,Loomis,1,us,costa rica,10.07,10.12,83.31,-83.52,,,,,89,5.5,1,2.5,,,,17,18,37,,,,3.8,2.1,1,25.3,5.7,2.1,2.4,4.6,,,,,,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,apr,,,0,0,0,0,,,,,1.949390007,0.740362689,1,0.397940009,1.230448921,1.255272505,1.568201724,,,,0.579783597,0.322219295,1,1.403120521,0.755874856,0.662757832,,,,
139,Calyptrogyne,ghiesbreghtiana,glauca,Leon,144,f,costa rica,9.5,9.83,83.45,-83.75,1500,,,,,,,,,,,,,,,,,3.5,1.7,1,21.7,5.4,2.5,4.5,8.5,1,,,,,0,,1,,,0,,0,,,0,0,0,,,,,oct,,,,,,0,0,1,,,,,,,,,,,,,,,0.544068044,0.230448921,1,1.336459734,0.73239376,0.929418926,,,,
228,Calyptrogyne,ghiesbreghtiana,glauca,Almeida,5122,cas,costa rica,10.26,10.43,84.01,-84.02,100,,,,,,,,,,,,,,,,,3.2,1.8,1,22,4.8,2.3,1.7,4.5,2,5.5,10,,1,0,,1,,0,0,,0,,,0,0,0,,,,,,,,feb,,,0,0,1,,,,,,,,,,,,,,,0.505149978,0.255272505,1,1.342422681,0.681241237,0.653212514,0.740362689,1,,
243,Calyptrogyne,ghiesbreghtiana,glauca,Moore,6587,bh,costa rica,10.28,10.47,84.01,-84.02,100,,,,,6,,2,8.5,6.5,-2,25,,,,,,,1.9,1,,4.4,2.6,2.6,4,1,,,,1,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,mar,,,0,0,0,1,,,,,,0.77815125,,0.301029996,1.397940009,,,,,,,0.278753601,1,,0.643452676,0.602059991,,,,
229,Calyptrogyne,ghiesbreghtiana,glauca,de Nevers,7818,cas,costa rica,10.27,10.45,84.05,-84.08,125,,,,,,,,,,,,,,,,,,2.3,1,23.7,4.9,2.5,2.7,4.5,2,6,9.5,,1,0,,1,,0,0,,0,,,0,0,0,,,,,,,,jun,,,0,0,1,,,,,,,,,,,,,,,,0.361727836,1,1.374748346,0.69019608,0.653212514,0.77815125,0.977723605,,
371,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,25429,mo,nicaragua,11.03,11.05,84.26,-84.43,70,,,,,6.7,,2.2,,,,44,22,34,,,,3.4,2.3,1,,,2,3.2,4,1,,,,,0,1,1,0,0,0,,0,,,0,0,0,,15.5,1,,,,mar,,,0,0,0,1,,,,,,0.826074803,,0.342422681,1.643452676,1.342422681,1.531478917,,,,0.531478917,0.361727836,1,,,0.602059991,,,1.190331698,
143,Calyptrogyne,ghiesbreghtiana,glauca,Burger,4190,f,costa rica,10.25,10.42,83.59,-83.98,100,0.3,,,,6.9,,,,,,29,,,,,,4.3,1.6,1,25,6,2.4,2.4,4.5,1,,,,1,0,1,1,,0,0,,0,,,0,0,0,,,,,,,jan,,,,0,0,1,,-0.522878745,,,,0.838849091,,,1.462397998,,,,,,0.633468456,0.204119983,1,1.397940009,0.77815125,0.653212514,,,,0
289,Calyptrogyne,ghiesbreghtiana,glauca,Pittier,7400,bh,costa rica,10.26,10.43,84.01,-84.02,,,,,,,,,,,,,,,,,,4,2,1,23.6,5.8,2.4,2.7,3.7,1,,,,,0,,1,,0,0,,0,,,0,0,0,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,0.602059991,0.301029996,1,1.372912003,0.763427994,0.568201724,,,,
292,Calyptrogyne,ghiesbreghtiana,glauca,Holdridge,5109,bh,costa rica,10.26,10.43,84.01,-84.02,100,,,,,4.6,8,3.5,1.2,1.5,0.3,40,18,,,,,4.4,1.9,1,21.8,6,2.5,2.1,3.8,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,,,,,,0.662757832,2.828427125,0.544068044,1.602059991,1.255272505,,,,,0.643452676,0.278753601,1,1.338456494,0.77815125,0.579783597,,,,
144,Calyptrogyne,ghiesbreghtiana,glauca,Lent,810,f,costa rica,9.46,9.77,83.46,-83.77,1400,,,,,4.6,,1.5,,,,25,,,,,,3,1.2,1,24.4,5.8,2.8,3.2,5.8,2,,,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,apr,,,,0,0,1,,,,,,0.662757832,,0.176091259,1.397940009,,,,,,0.477121255,0.079181246,1,1.387389826,0.763427994,0.763427994,,,,0
239,Calyptrogyne,ghiesbreghtiana,glauca,Moore,9405,bh,costa rica,10.26,10.43,84.01,-84.02,110,,,,,,,,,,,,,,,,,3.8,1.7,1,24,4.9,2,2,4,1,,,,1,0,1,1,0,0,0,,0,0,0,0,0,0,,,1,,,,jan,,,0,0,0,1,,,,,,,,,,,,,,,0.579783597,0.230448921,1,1.380211242,0.69019608,0.602059991,,,,0
90,Calyptrogyne,ghiesbreghtiana,hondurensis,Yuncker,4988,ny,honduras,15.4,15.67,87.25,-87.42,100,,3,,,,,,,,,,,,,,,4.8,1.4,1,,5.5,3,2.6,3.5,0,,,,,0,,1,0,0,0,,0,,,0,0,0,,,,,,sep,,,,,0,0,1,,,0.477121255,,,,,,,,,,,,0.681241237,0.146128036,1,,0.740362689,0.544068044,,,,
382,Calyptrogyne,ghiesbreghtiana,hondurensis,Blackmore,4198,mo,honduras,15.42,15.7,86.5,-86.83,,,,,,,4,,,,,,20,37,,,,,5.1,1,24.7,6.1,3.3,2.7,3.7,1,,,,1,0,,1,0,0,0,,0,,,0,0,0,,,,,,,may,,,0,0,0,1,,,,,,,2,,,1.301029996,1.568201724,,,,,0.707570176,1,1.392696953,0.785329835,0.568201724,,,,0
381,Calyptrogyne,ghiesbreghtiana,hondurensis,Hazlett,8011,mo,honduras,15.31,15.52,87.28,-87.47,200,,,,,6.8,,,,,,30,16,38,,,,4.7,0.8,1,26.7,6.2,3,1.5,3.7,1,,,,,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,apr,,,0,0,0,1,,,,,,0.832508913,,,1.477121255,1.204119983,1.579783597,,,,0.672097858,-0.096910013,1,1.426511261,0.792391689,0.568201724,,,,
