Number,Genus,Species,Subspecies,Preliminary,Herbarium,Collector,Colnumber,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Plheight,Stemlength,Stemdiameter,Leafnumber,Sheath,Petiole,Rachislen,Nodivisions,Pinlen,Pinwid,Pedbract,Pedunclelen,Straclen,Stracnum,Stflowlen,Nostamen,Psraclen,Psracnum,Fruitlen,Fruitdiam,Seeds,Acaule,Vertic,Petiol,Shefib,Pinnae,Ahairs,Auricl,Flabel,Starac,Toment,Bracte,Arrang,Stampe,Surfac,Granul,Margin,Stamen,Stalen,Anther,Pisrac,Cuspid,Pismar,String,Angled,Frgray,Fibers,Locpit,Endbas,Xfiber,Endfib,Seeded,Opercu,Hollow,Fruitcolor
446,Attalea,colenda,,Y. colenda,COL,Gentry,34884,Colombia,1.27,1.45,78.38,-78.63,50,30,,,,,,,152,,,,,,,,,22,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Attalea,colenda,,Y. colenda,COL,Bernal,2502,Colombia,1.35,1.58,78.42,-78.7,50,,10,27,20,200,0,594,133,,,,88,,,,,,200,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orange
564,Attalea,colenda,,Y. colenda,BH,Mexia,6574,Ecuador,1.33,-1.55,79.44,-79.73,50,,,,,,,,,,,,,,,,,20,,44.9,24,,,,,,1,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
627,Attalea,colenda,,Y. colenda,NY,Balslev,62927,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,
638,Attalea,colenda,,Y. colenda,MO,Gentry,18053,Ecuador,0.36,-0.6,79.22,-79.37,200,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Attalea,colenda,,Y. colenda,MO,Dodson,7742,Ecuador,,,,,185,30,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Attalea,colenda,,Y. colenda,MO,Dodson,9229,Ecuador,1.16,-1.27,79.42,-79.7,70,,30,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow
532,Attalea,compta,,A. apoda,BH,Glassman,13006,Brazil,17.35,-17.58,42.16,-42.26,,,,,,,,,,,,,,,,,,7.5,,,,,1,,,,1,,2,,,,,,,2,,,,,,,1,2,1,,,,,,,,,,,
725,Attalea,compta,,A. brasiliensis,F,Glassman,13057,Brazil,15.32,-15.53,47.59,-47.98,,,,,,,,,,,,,,9,,15.8,,,,,,,,,,,,,,,1,1,2,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
726,Attalea,compta,,A. brasiliensis,F,Glassman,13058,Brazil,15.32,-15.53,47.59,-47.98,,,,,,,,,,,,,,,,,,,,54.8,59.3,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
737,Attalea,compta,,A. camposportoana,F,Glassman,13005,Brazil,17.35,-17.58,42.16,-42.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
738,Attalea,compta,,A. camposportoana,F,Glassman,13000,Brazil,21.35,-21.58,43.27,-43.45,,,,,,,,,,,,,,,,,,,,59.3,36.9,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
,Attalea,compta,,A. camposportoana,BHCB,Noblick,5153,Brazil,17.24,-17.4,41.31,-41.51,1400,,3,40,14,,,,,,,,,,,,,,,,,,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,compta,,A. camposportoana,BHCB,Noblick,5150,Brazil,19.39,-19.65,42.56,-42.94,720,,3.5,41,14,,,605,205,119,,,40,,,,,,275,,,,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,compta,,A. brasiliensis,BHCB,Noblick,5162,Brazil,15.35,-15.59,47.52,-47.87,870,,3.5,22,23,,,638,179,100,,,27,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,compta,,A. camposportoana,BHCB,Noblick,5160,Brazil,21.35,-21.58,43.27,-43.45,780,,8.5,27.5,16,,,786,150,98,,220,88,,,,,,,,,,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Attalea,compta,,A. compta,NY,Pardini,84,Brazil,25.2,-25.33,49.26,-49.43,,,6,,,,,,,,,,,,,,,,,94.8,43.7,,1,,,,1,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
306,Attalea,compta,,A. compta,NY,Fernandes,3211,Brazil,21.36,-21.6,48.21,-48.35,,14,3.5,32,,,10,760,180,,3.5,,,,,,8,,,78.5,33.1,4,1,,1,,1,,2,,,1,1,1,1,2,2,1,2,3,1,,1,2,,2,2,1,2,1,1,2,2,1,,
,Attalea,compta,,A. compta,CEN,Vieira,422,Brazil,16.5,-16.83,43.5,-43.83,1100,,3,21,14,,,,,79,2.9,,,7,,11.8,7,,,,,,1,,,,1,1,2,2,,1,1,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
,Attalea,compta,,A. compta,SP,Fernandes,3201,Brazil,21.58,-21.98,47.24,-47.41,570,12,1.4,32,20,,,690,201,104,,170,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Attalea,compta,,A. compta,NY,Balick,1691,Brazil,16.4,-16.66,45.24,-45.4,,,2.5,24,16,50,20,452,133,102.5,3,,,7.5,150,9,9,,,,,,1,,1,,1,1,2,,,1,2,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
632,Attalea,compta,,A. compta,NY,Balick,1693,Brazil,16.4,-16.66,45.24,-45.4,,,5,25,15,40,10,414,140,78.5,2.8,,,12,,14,10,,231,,,,1,,,,1,1,2,,1,1,1,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
685,Attalea,compta,,A. compta,NY,Anderson,399,Brazil,18.52,-18.86,48.04,-48.06,,,,,,,,,,,,,,,,,,,,93.1,54.8,4,1,,1,,1,,2,2,1,1,1,1,,,,,,,,,1,2,1,2,2,1,,1,1,2,2,1,,
303,Attalea,compta,,A. compta,NY,Noblick,4855,Brazil,18.01,-18.01,46.54,-46.9,675,,6,19,19,100,0,412,157,80,2.8,,50,16,195,14.9,8,,,87.9,50.8,5,1,2,1,2,1,1,2,,,1,2,1,1,2,2,1,2,3,1,,1,2,1,2,2,,,,1,2,2,,2,brown
1,Attalea,compta,,A. geraensis,P,Glaziou,22269,Brazil,15.5,-15.83,48.46,-48.76,,,,,,,,,,85,3.4,,,13,,13,,,,,,,,,,,,,,,,,,,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
141,Attalea,crassispatha,,O. crassispatha,NY,Ekman,7164,Haiti,18.21,18.35,73.12,-73.2,300,,,,,,,,,,3.5,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Attalea,crassispatha,,O. crassispatha,NY,Henderson,806,Haiti,18.16,18.26,73.43,-73.71,50,,10,33,19,130,0,320,127,,,,,,,,,,,36,25.1,1,1,,1,,1,,2,2,,,,,,,,,,,,,,,3,2,2,2,1,2,2,,1,2,1,
144,Attalea,crassispatha,,O. crassispatha,NY,Zanoni,26102,Haiti,18.22,18.36,73.14,-73.23,260,,8,,,,,,178,,,,,,,,,,,40.7,25.3,,1,,,,1,,2,,,,,,,,,,,,,,,,3,2,2,,,,,,,,,red
145,Attalea,crassispatha,,O. crassispatha,NY,Henderson,805,Haiti,18.22,18.36,73.14,-73.23,,,10,,15,150,,400,165,,,,,,,7,8,,,,,,1,2,,2,1,3,2,,1,1,1,1,5,2,2,2,2,3,2,1,1,2,,2,2,2,1,2,2,,1,2,,
724,Attalea,crassispatha,,O. crassispatha,F,Figueiras,2785,Haiti,18.22,18.36,73.14,-73.23,,,,,,,,,,,,,,,,,,15,,39,22.2,1,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,,2,,,1,2,,
,Attalea,crassispatha,,O. crassispatha,US,Loomis,,Haiti,18.15,18.25,73.42,-73.7,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Attalea,cuatrecasana,,O. cuatrecasana,NY,Bernal,889,Colombia,1.25,1.41,78.24,-78.4,100,,,,6,70,176,628,104,,,,,9,,7.3,19,,,,,,2,,2,,1,2,,,,,,2,3,,,,2,,2,,,,,,,,,,,,,,,
136,Attalea,cuatrecasana,,O. cuatrecasana,NY,Gentry,47842,Colombia,3.55,3.91,77.02,-77.03,100,,,,,,,,,,,,,10.5,,,,,,,,,2,,,,1,2,,,,,,2,3,,,,,,2,,,,,,,,,,,,,,,brown
137,Attalea,cuatrecasana,,O. cuatrecasana,NY,Balick,1630,Colombia,3.51,3.85,76.59,-76.98,,8,,,6,,220,522,96,,,,,8.5,21,12.3,20,,,,,,2,,2,,1,2,,,1,1,2,2,3,1,2,2,2,3,2,1,,,,,,,,,,,,,,
138,Attalea,cuatrecasana,,O. cuatrecasana,NY,Balick,1629,Colombia,3.51,3.85,76.59,-76.98,,,,,,,150,630,95,116,6.9,,,,,,,3,,127.4,77,,2,2,2,2,1,2,2,,,,,,,,,,,,,1,,,,2,2,,,,,,,,,
139,Attalea,cuatrecasana,,O. cuatrecasana,NY,Balick,1658,Colombia,1.25,1.41,78.24,-78.4,,,,,6,,215,655,112,,,,,,56,8.6,23,,,,,,2,,2,,1,2,,1,1,1,2,2,3,1,2,2,2,3,2,1,1,2,1,,,,,,,2,,,,
140,Attalea,cuatrecasana,,O. cuatrecasana,NY,Balick,1637,Colombia,3.51,3.85,76.59,-76.98,,8,,,8,,200,533,92,,,76,30,,,,,,,111.5,82.5,3,2,,2,,1,2,,1,,,,,,,,,,,,,,,,2,2,1,1,2,1,2,2,1,,
146,Attalea,cuatrecasana,,O. cuatrecasana,NY,Bernal,888,Colombia,1.25,1.41,78.24,-78.4,100,,,,8,70,114,650,94,,,,,,,,,,,113,82,,2,,2,,1,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
451,Attalea,cuatrecasana,,O. cuatrecasana,COL,Galeano,8109,Colombia,4.03,4.05,77.11,-77.18,9,,,,10,97,100,540,108,,,,,,,,,1,,143.1,83.3,,2,,2,,1,,,,1,,,2,,,,,,,,1,,2,,2,2,,,,,,,,,light brown
452,Attalea,cuatrecasana,,O. cuatrecasana,COL,Cuatrecasas,13980,Colombia,3.15,3.25,77.25,-77.41,12,,1,,,,200,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,2,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
454,Attalea,cuatrecasana,,O. cuatrecasana,COL,Bernal,4271,Colombia,2.32,2.53,77.51,-77.85,10,,,,12,85,,572,100,,,150,75,8,,8.9,,2.5,40,112.2,58.6,,2,,2,,1,,2,1,1,1,2,2,3,1,2,2,2,3,2,1,,2,,2,2,,,,,,,,,
463,Attalea,cuatrecasana,,O. cuatrecasana,COL,Gentry,40548,Colombia,3.15,3.25,77.28,-77.46,10,,,,,,,,,,,,,13,,9.6,,,,,,,2,,,,1,,2,,1,1,2,2,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
517,Attalea,cuatrecasana,,O. cuatrecasana,K,Fuchs,21900,Colombia,4.57,4.95,77.21,-77.35,,,,,,,,,,146,6.7,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,1,1,2,1,2,2,,,,,,,,,
518,Attalea,cuatrecasana,,O. cuatrecasana,K,Gentry,53665,Colombia,3.56,3.93,77.08,-77.13,500,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,2,2,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
571,Attalea,cuatrecasana,,O. cuatrecasana,BH,Moore,9450,Colombia,3.52,3.86,76.51,-76.85,,,,,5,,94,440,95,,,,50,9.5,25,11,,4.5,,120.5,77.6,,2,,2,,1,,,1,1,,,,,,,,,,,1,1,2,,2,2,,,,,,,,,light brown
618,Attalea,cuatrecasana,,O. cuatrecasana,US,Cuatrecasas,16389,Colombia,3.55,3.91,77,-77,27,,,,,,,,,,,,,8,,13.3,,,,116.6,88,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,
619,Attalea,cuatrecasana,,O. cuatrecasana,US,Cook,81,Colombia,3.53,3.88,77.02,-77.03,,,,,,,,,,,5,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Attalea,cuatrecasana,,O. cuatrecasana,MO,Gentry,40291,Colombia,3.56,3.93,77.08,-77.13,50,,,,,,,,,,,,,8.5,,11.3,,1.3,,115,67,2,2,,,,1,,,,,1,2,2,3,1,2,2,2,3,2,,,,,2,2,,,,,,,,,
643,Attalea,cuatrecasana,,O. cuatrecasana,MO,Croat,61320,Colombia,4.02,4.03,77.03,-77.05,50,4,,,,,,,90,,,,,,,15.5,,,,,,,2,,2,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Attalea,cuatrecasana,,O. cuatrecasana,MO,Croat,71035,Colombia,4.1,4.16,77.12,-77.2,52,7,,,,,250,,85,,,,,,,9.6,,,,,,,2,,2,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Attalea,cuatrecasana,,O. cuatrecasana,MO,Monsalve,1274,Colombia,3.55,3.91,77,-77,100,12,,,,,,,,,,,,,,,,1.4,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Attalea,cuatrecasana,,O. cuatrecasana,MO,Gentry,35265,Colombia,3.56,3.93,77.08,-77.13,50,,,,,,,,,,,,,6.8,,8.8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Attalea,cuatrecasana,,O. cuatrecasana,MO,Monsalve,514,Colombia,3.55,3.91,77,-77,100,,,,,,,,,,,,,7,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Attalea,cuatrecasana,,O. cuatrecasana,MO,Murphy,506,Colombia,3.59,3.98,76.58,-76.96,40,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown
700,Attalea,cuatrecasana,,O. cuatrecasana,MO,Barreto,,Colombia,,,,,,,,,,,,,,,,,,10,,13.1,,,,,,,,,,,,,,,,1,2,2,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
723,Attalea,dubia,,A. dubia,F,Gentry,49360,Brazil,23.35,-23.58,45.28,-45.46,10,20,,,,,,,,,,,,20.5,,21.1,7,,,,,,1,,,,2,1,,,,1,1,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
182,Attalea,dubia,,A. dubia,NY,Pardini,83,Brazil,23.29,-23.48,46.27,-46.45,,,6,35,35,150,0,600,213,,3.3,,,,,,,,,48.5,22.9,1,1,2,1,2,2,,1,2,,,,,,,,,,,,,,,,2,2,1,2,1,1,2,2,1,,
181,Attalea,dubia,,A. dubia,NY,Krapovickas,23154,Brazil,24.54,-24.9,48.14,-48.23,,10,5,40,,,,,,,,120,50,,,,,16.5,,,,,1,,,,2,,2,,,,1,1,1,2,2,1,,,,,1,2,1,,,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Gondim,26,Brazil,24.36,-24.6,47.53,-47.88,,,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Elias,1,Brazil,26.05,-26.08,48.38,-48.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,1,2,,2,2,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Hatschbach,30944,Brazil,25.11,-25.18,48.18,-48.3,,,5,30,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,2,2,1,,,,,1,2,,,,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Hatschbach,32130,Brazil,25.5,-25.83,48.32,-48.53,,,8,35,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Hatschbach,61617,Brazil,25.28,-25.13,48.49,-48.81,40,,6,,,,,,170,,,,,,,,,,,,,,1,,,,2,,1,,,,,,,,,,,,,,1,2,,,,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Kassner-Filho,2043,Brazil,26.54,-26.9,49.35,-49.58,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Reitz,2242,Brazil,26.45,-26.75,48.56,-48.93,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Leitman,52,Brazil,23.02,-23.03,43.3,-43.5,,,,,,,,345,167,79,,,38.5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Schwacke,6076,Brazil,22.55,-22.91,43.11,-43.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,dubia,,A. dubia,CRI,Elias,,Brazil,26.06,-26.11,48.36,-48.61,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,dubia,,A. dubia,BR,Glaziou,14365,Brazil,22.55,-22.91,43.11,-43.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,
782,Attalea,eichleri,,O. eichleri,F,Bondar,,Brazil,4.5,-4.83,43.21,-43.35,,,,,,,,,,,,,,6.5,,7.1,,3.5,34,65.1,41.1,5,2,,,,2,,2,,2,1,2,4,6,1,2,2,2,3,2,2,1,2,,2,2,1,,1,,2,2,1,,
28,Attalea,eichleri,,O. eichleri,P,Glaziou,22265,Brazil,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Attalea,eichleri,,O. eichleri,NY,Balick,1597,Brazil,6.3,-6.5,47.3,-47.5,,1.5,,,,,30,146,48,30,1,45,,,,,17,,21,63.9,34.7,,2,,2,,2,3,2,2,,,2,,6,1,2,2,,3,2,,1,2,,2,2,1,2,1,1,2,2,1,,
160,Attalea,eichleri,,O. eichleri,NY,Henderson,811,Brazil,16.15,-16.25,57.28,-57.46,385,,,,5,,40,165,98,47,1.8,,,,,,,,,56.6,37.2,3,2,2,2,2,2,3,2,2,,,,,,,,,,,,2,1,2,,2,2,1,2,1,1,2,2,1,,
,Attalea,eichleri,,O. eichleri,CEN,Toledo,2,Brazil,7.39,-7.65,46.08,-46.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,eichleri,,O. eichleri,CEN,Guarino,725,Brazil,8.02,-8.01,47.15,-47.25,246,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,eichleri,,O. eichleri,CEN,Toledo,9,Brazil,7.24,-7.41,47.02,-47.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,eichleri,,O. eichleri,UB,Faria,5068,Brazil,14.11,-14.19,49.17,-49.29,404,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,eichleri,,O. eichleri,HUEFS,Silva,70,Brazil,11.03,-11.05,45.15,-45.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,eichleri,,O. eichleri,CEN,Cavallari,39,Brazil,4.53,-4.89,43.15,-43.26,,1.7,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,eichleri,,O. eichleri,K,R. Harley,10456,Brazil,13.15,-13.25,51.56,-51.93,,,,,,,,,,30.5,1.8,,,10,,,,,,63.3,43.8,6,2,,2,,2,,2,2,2,1,2,4,,,,,,,,2,1,2,,2,2,1,2,1,1,2,2,1,,
161,Attalea,eichleri,,O. eichleri,NY,Plowman,8977,Brazil,8.02,-8.03,50.04,-50.06,200,,,,,,,,,52.5,1.9,,,,,,,4,,60.8,38.7,3,2,,2,,2,3,2,2,,,,,,,,,,,,2,1,2,,2,2,1,2,1,1,2,2,1,2,brown
163,Attalea,eichleri,,O. eichleri,NY,Balick,1675,Brazil,7,-7,47.26,-47.43,,,,,5,,46,150,,46,1.8,61,,8.7,19,,,,,,,,,,2,,2,,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,
164,Attalea,eichleri,,O. eichleri,NY,Noblick,4530,Brazil,11.35,-11.58,45.11,-45.18,750,,,,6,,54,106,82,36,1.6,33,17,,28,,,,,59.2,41.1,6,2,,2,,2,,2,2,2,,2,4,,,,,,,,,1,2,,2,2,1,2,1,1,2,2,1,,
165,Attalea,eichleri,,O. eichleri,NY,Balick,1578,Brazil,6.3,-6.5,47.3,-47.5,,1,,,,,49,143,85,52,1.6,,,,,,,,,,,,2,,2,,2,3,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,
238,Attalea,eichleri,,O. eichleri,P,Weddell,2705,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,
395,Attalea,eichleri,,O. eichleri,NY,Balick,1579,Brazil,6.3,-6.5,47.3,-47.5,,,,,,,45,188,83,45,1.5,65,,7,,5.2,,,,58.9,40.3,2,2,,2,,2,,2,2,2,1,2,4,6,1,2,2,2,3,2,2,,2,,2,2,1,2,1,1,2,2,1,,
491,Attalea,eichleri,,O. eichleri,K,Argent,6470,Brazil,14.38,-14.63,52.14,-52.23,,,,,,,,,,38.5,2.1,,,,,,,,,,,,2,2,,2,2,3,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,
513,Attalea,eichleri,,O. eichleri,K,Noblick,4674,Brazil,11.02,-11.03,45.11,-45.18,480,,,,4,,37,158,66,39,2.3,42,4.5,7,34,7.8,,0.2,14,56.8,40.9,,2,,2,,2,,2,2,2,1,2,4,6,1,2,2,2,3,2,,,2,,2,2,,,,,,,,,dark brown
621,Attalea,eichleri,,O. eichleri,US,Pires,1575,Brazil,7.19,-7.31,47.28,-47.46,,,,,,,,,,,,,,8.5,,,,0.5,,,,,2,,,,2,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,
162,Attalea,eichleri,,O. eichleri,NY,Moreno,179,Bolivia,16.35,-16.58,59.56,-59.93,200,,,,6,,,,127,44,2.5,,,,,9.4,14,,,72.3,32.3,4,2,,,,2,3,2,2,2,1,2,4,6,1,2,2,2,3,2,,1,2,,2,2,1,2,1,1,2,2,1,2,
166,Attalea,eichleri,,O. eichleri,NY,Balick,1580,Brazil,6.3,-6.5,47.3,-47.5,,1,,,,,49,125,77,40,1.9,,,,,6.1,20,,,,,,2,,2,,2,3,2,2,,1,2,4,6,1,2,2,2,3,2,,,,,,,,,,,,,,,
811,Attalea,eichleri,,O. eichleri,NY,Balick,1317,Brazil,7.2,-7.33,47.25,-47.41,,,,,,,62,217,89,55.5,2.5,,,,,,,,,,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Attalea,eichleri,,O. eichleri,NY,Balick,1316,Brazil,6.3,-6.5,47.25,-47.41,,,,,,,60,159,79,54,2.1,,,,,,,,,,,,2,,2,,2,3,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,
173,Attalea,eichleri?,,O. eichleri,NY,Pinheiro,891,Brazil,4.2,-4.33,43.53,-43.88,,2,,,6,,,200,90,36.5,1.8,,,,,,,,,45.4,36.2,,2,,,,2,,2,2,,,,,,,,,,,,,1,2,,2,2,,,3,,,,1,,
175,Attalea,eichleri?,,O. eichleri,NY,Pinheiro,8910,Brazil,4.2,-4.33,43.53,-43.88,,,,,5,,,200,88,53,1.5,,,,,8.5,,,,,,,,,,,2,,2,,,1,2,4,6,1,2,2,2,3,2,,,,,,,,,,,,,,,
394,Attalea,eichleri?,,O. eichleri,NY,Balick,1313,Brazil,6.3,-6.5,47.25,-47.41,,,,,,,62,120,76,49.5,2,,,,,,,,,52.6,37.6,3,2,,2,,2,,2,2,,,,,,,,,,,,2,1,2,,2,2,1,2,3,1,2,2,1,,
171,Attalea,eichleri?,,O. eichleri,NY,Pinheiro,892,Brazil,4.2,-4.33,43.53,-43.88,,,,,,,,200,98,56.5,2.7,,,,,,,,,65,43.3,,,,,,2,,2,2,,,,,,,,,,,,,1,2,,2,2,,,3,,,,1,,
172,Attalea,eichleri?,,O. eichleri,NY,Pinheiro,894,Brazil,4.2,-4.33,43.53,-43.88,,,,,,58,,350,,56.5,2.6,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,1,2,,,,,,3,,,,1,,
174,Attalea,eichleri?,,O. eichleri,NY,Pinheiro,898,Brazil,4.2,-4.33,43.53,-43.88,,4,,,13,98,,600,160,100.5,4.1,180,,,,,,,,65.1,52.1,,,,,,,,,,,,,,,,,,,,,,1,2,,2,2,,,3,,,,1,,
520,Attalea,exigua,,A. apoda,K,Glaziou,22266,Brazil,17,-17,46,-46,,,,,,,,,,,,,,6.5,,16.7,8,,,,,,2,,,,1,,2,,,,1,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
,Attalea,exigua,,A. geraensis,NY,Balick,1942,Brazil,17.45,-17.75,50.55,-50.91,785,1.5,,,5,,13,135,64,50.5,1.9,,,,,,,,,,,,2,,2,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Attalea,exigua,,A. exigua,P,Weddell,2965,Brazil,15,-15,50,-50,,,,,,,,,,,,,,,,,9,6,,,,,,,,,1,,2,2,,,,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
198,Attalea,exigua,,A. geraensis,NY,Noblick,4851,Brazil,18.42,-18.7,44.07,-44.11,750,,,,6,,19,153.5,76,36,1.5,41,11,7,35,16.8,9,,18,74.8,45.6,3,2,,2,,1,,2,2,,2,1,1,1,2,2,1,2,3,1,,1,2,,2,2,,,,1,2,2,,2,brown with orange base
199,Attalea,exigua,,A. geraensis,NY,Noblick,5095,Brazil,14.5,-14.83,46.14,-46.23,960,,,,6,,,229,96,61.5,2.9,50,15,,,,,2,,77.1,54.1,,2,,,,1,,2,2,,,,,,,,,,,,,1,2,,2,2,,,,,,,,,dark chocolate brown
200,Attalea,exigua,,A. geraensis,NY,Vieira,421,Brazil,16.08,-16.13,44.17,-44.28,,,,,,,25,220,102,62,2.2,45,18,,,,,,,72.7,44,,2,,2,,1,1,2,2,,,,,,,,,,,,,1,2,,2,2,1,2,1,,,2,1,,
202,Attalea,exigua,,A. geraensis,NY,Noblick,4524,Brazil,13.5,-13.83,44.28,-44.46,,,,,,,40,155,87,40.5,1.9,,17,6,27,13.4,9,,,74.6,53.5,,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,3,1,,,2,,2,2,,,,,,,,,dark brown
204,Attalea,exigua,,A. geraensis,NY,Lombardi,860,Brazil,20.4,-20.66,46.19,-46.31,,,,,,,,,,73.5,2.5,,,6,,16.8,8,,,,,,2,,,,1,,2,2,,2,1,1,1,2,2,1,2,3,1,,,2,,,,,,,,,,,,brownish-orange
