taxonID,verbatimScientificName,scientificNameGBIF,scientificNameTPL,scientificNameWCVP,verbatimInfraspecificEpithet,kingdom,phylum,class,order,family,genus,originalNameUsage,morphotype,verbatimTaxonRank,GBIFID,TPLID,WCVPID
380,Calamus dongnaiensis,Calamus dongnaiensis,Calamus dongnaiensis,Calamus dongnaiensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dongnaiensis,pist/stam,C. longisetus,http://www.gbif.org/species/5294032,http://www.theplantlist.org/tpl1.1/record/kew-29476,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665059-1
381,Calamus dracunculus,Calamus dracunculus,,Calamus dracunculus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. rubra,pistillate,Resiniferae,http://www.gbif.org/species/9467181,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145202-1
382,Calamus dracunculus,Calamus dracunculus,,Calamus dracunculus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. siberutensis,pistillate,Resiniferae,http://www.gbif.org/species/9467181,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145202-1
383,Calamus dracunculus,Calamus dracunculus,,Calamus dracunculus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. dracuncula,pistillate,Resiniferae,http://www.gbif.org/species/9467181,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145202-1
384,Calamus dumetosus,Calamus dumetosus,,Calamus dumetosus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dumetosus,pistillate,C. dumetosus,http://www.gbif.org/species/9235103,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77144528-1
385,Calamus dumetosus,Calamus dumetosus,,Calamus dumetosus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dumetosus,sterile,C. dumetosus,http://www.gbif.org/species/9235103,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77144528-1
386,Calamus dumetosus,Calamus dumetosus,,Calamus dumetosus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dumetosus,staminate,C. dumetosus,http://www.gbif.org/species/9235103,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77144528-1
387,Calamus egregius,Calamus egregius,Calamus egregius,Calamus egregius,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. austroguangxiensis,pistillate,Indo-Burma cirrate,http://www.gbif.org/species/5294228,http://www.theplantlist.org/tpl1.1/record/kew-29482,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665064-1
388,Calamus egregius,Calamus egregius,Calamus egregius,Calamus egregius,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. egregius,pistillate,Indo-Burma cirrate,http://www.gbif.org/species/5294228,http://www.theplantlist.org/tpl1.1/record/kew-29482,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665064-1
389,Calamus egregius,Calamus egregius,Calamus egregius,Calamus egregius,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. egregius,sterile,Indo-Burma cirrate,http://www.gbif.org/species/5294228,http://www.theplantlist.org/tpl1.1/record/kew-29482,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665064-1
390,Calamus egregius,Calamus egregius,Calamus egregius,Calamus egregius,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. austroguangxiensis,sterile,Indo-Burma cirrate,http://www.gbif.org/species/5294228,http://www.theplantlist.org/tpl1.1/record/kew-29482,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665064-1
391,Calamus egregius,Calamus egregius,Calamus egregius,Calamus egregius,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. austroguangxiensis,?,Indo-Burma cirrate,http://www.gbif.org/species/5294228,http://www.theplantlist.org/tpl1.1/record/kew-29482,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665064-1
392,Calamus elegans,Calamus viridispinus,Calamus viridispinus,Calamus elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. viridispinus,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294192,http://www.theplantlist.org/tpl1.1/record/kew-30014,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665066-1
392,Calamus elegans,Calamus viridispinus,Calamus viridispinus,Calamus elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. viridispinus,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294192,http://www.theplantlist.org/tpl1.1/record/kew-30014,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665065-1
393,Calamus elegans,Calamus viridispinus,Calamus viridispinus,Calamus elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. viridispinus,pist/stam,Sundaland cirrate,http://www.gbif.org/species/5294192,http://www.theplantlist.org/tpl1.1/record/kew-30014,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665066-1
393,Calamus elegans,Calamus viridispinus,Calamus viridispinus,Calamus elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. viridispinus,pist/stam,Sundaland cirrate,http://www.gbif.org/species/5294192,http://www.theplantlist.org/tpl1.1/record/kew-30014,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665065-1
394,Calamus elegans,Calamus viridispinus,Calamus viridispinus,Calamus elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. viridispinus,sterile,Sundaland cirrate,http://www.gbif.org/species/5294192,http://www.theplantlist.org/tpl1.1/record/kew-30014,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665066-1
394,Calamus elegans,Calamus viridispinus,Calamus viridispinus,Calamus elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. viridispinus,sterile,Sundaland cirrate,http://www.gbif.org/species/5294192,http://www.theplantlist.org/tpl1.1/record/kew-30014,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665065-1
395,Calamus elegans,Calamus viridispinus,Calamus viridispinus,Calamus elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. viridispinus,staminate,Sundaland cirrate,http://www.gbif.org/species/5294192,http://www.theplantlist.org/tpl1.1/record/kew-30014,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665066-1
395,Calamus elegans,Calamus viridispinus,Calamus viridispinus,Calamus elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. viridispinus,staminate,Sundaland cirrate,http://www.gbif.org/species/5294192,http://www.theplantlist.org/tpl1.1/record/kew-30014,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665065-1
396,Calamus erectus,Calamus erectus,Calamus erectus,Calamus erectus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erectus,staminate,C. longisetus,http://www.gbif.org/species/5294170,http://www.theplantlist.org/tpl1.1/record/kew-29492,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665073-1
397,Calamus erectus,Calamus erectus,Calamus erectus,Calamus erectus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erectus,pistillate,C. longisetus,http://www.gbif.org/species/5294170,http://www.theplantlist.org/tpl1.1/record/kew-29492,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665073-1
398,Calamus erectus,Calamus erectus,Calamus erectus,Calamus erectus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erectus,pist/stam,C. longisetus,http://www.gbif.org/species/5294170,http://www.theplantlist.org/tpl1.1/record/kew-29492,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665073-1
399,Calamus erectus,Calamus erectus,Calamus erectus,Calamus erectus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erectus,sterile,C. longisetus,http://www.gbif.org/species/5294170,http://www.theplantlist.org/tpl1.1/record/kew-29492,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665073-1
400,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,erinaceus,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erinaceus,pistillate,C. erinaceus,http://www.gbif.org/species/9567092,http://www.theplantlist.org/tpl1.1/record/kew-29497,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665074-1
401,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,erinaceus,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erinaceus,staminate,C. erinaceus,http://www.gbif.org/species/9567092,http://www.theplantlist.org/tpl1.1/record/kew-29497,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665074-1
402,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,daemonoropoides,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. daemonoropoides,pistillate,C. erinaceus,http://www.gbif.org/species/9567092,http://www.theplantlist.org/tpl1.1/record/kew-29497,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665074-1
403,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,daemonoropoides,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. daemonoropoides,sterile,C. erinaceus,http://www.gbif.org/species/9567092,http://www.theplantlist.org/tpl1.1/record/kew-29497,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665074-1
404,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,erinaceus,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erinaceus,sterile,C. erinaceus,http://www.gbif.org/species/9567092,http://www.theplantlist.org/tpl1.1/record/kew-29497,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665074-1
405,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,daemonoropoides,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. daemonoropoides,staminate,C. erinaceus,http://www.gbif.org/species/9567092,http://www.theplantlist.org/tpl1.1/record/kew-29497,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665074-1
406,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,Calamus erinaceus,erinaceus,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erinaceus,pist/stam,C. erinaceus,http://www.gbif.org/species/9567092,http://www.theplantlist.org/tpl1.1/record/kew-29497,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665074-1
407,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. pseudoulur,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
408,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. pogonacanthus,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
409,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erioacanthus,sterile,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
410,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. pogonacanthus,sterile,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
411,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. hepburnii,staminate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
412,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. pogonacanthus,staminate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
413,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erioacanthus,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
414,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. ulur,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
415,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. ulur,staminate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
416,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. mesilauensis,staminate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
417,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. erioacanthus,staminate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
418,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. endauensis,staminate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
419,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. semoi,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
420,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. semoi,staminate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
421,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. mesilauensis,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
422,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. pseudoulur,sterile,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
423,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. mesilauensis,sterile,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
424,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. semoi,sterile,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
425,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. pseudoulur,staminate,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
426,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. ulur,sterile,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
427,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. hepburnii,sterile,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
428,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,Calamus erioacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. endauensis,sterile,Sundaland cirrate,http://www.gbif.org/species/5294227,http://www.theplantlist.org/tpl1.1/record/kew-29498,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665075-1
429,Calamus erythrocarpus,,,Calamus erythrocarpus,"",,,,,,Calamus,C. erythrocarpus,pistillate,Sahul flagellate,,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162484-1
430,Calamus erythrocarpus,,,Calamus erythrocarpus,"",,,,,,Calamus,C. erythrocarpus,sterile,Sahul flagellate,,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162484-1
431,Calamus erythrocarpus,,,Calamus erythrocarpus,"",,,,,,Calamus,C. erythrocarpus,staminate,Sahul flagellate,,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162484-1
432,Calamus essigii,Calamus essigii,Calamus essigii,Calamus essigii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. essigii,pist/stam,Sahul flagellate,http://www.gbif.org/species/5294468,http://www.theplantlist.org/tpl1.1/record/kew-222905,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20008009-1
433,Calamus essigii,Calamus essigii,Calamus essigii,Calamus essigii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. essigii,staminate,Sahul flagellate,http://www.gbif.org/species/5294468,http://www.theplantlist.org/tpl1.1/record/kew-222905,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20008009-1
434,Calamus essigii,Calamus essigii,Calamus essigii,Calamus essigii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. essigii,pistillate,Sahul flagellate,http://www.gbif.org/species/5294468,http://www.theplantlist.org/tpl1.1/record/kew-222905,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20008009-1
435,Calamus eugenei,Calamus eugenei,,Calamus eugenei,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. poilanei,pistillate,Piptospatha,http://www.gbif.org/species/9360934,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145203-1
